time,pl_lung,pl_liver,pl_heart,pl_muscle,pl_skin,pl_adipose,pl_bone,pl_brain,pl_kidney,pl_si,pl_li,pl_pancreas,pl_thymus,pl_spleen,adcplasma,dose
638.99,2.1645662076818259e-7,2.346457362371233e-7,6.630777834907711e-9,1.3017299336805313e-8,6.552784853706273e-8,1.57371176662294e-8,3.7381931711100046e-8,1.598900202025796e-8,1.0609659866089797e-7,6.935345198758406e-8,7.980870392715919e-8,2.2143923197190314e-9,3.585047009232873e-8,6.454574755015166e-7,0.0006632526224352053,0.025 mg/kg
639.99,2.1596061497059585e-7,2.340917424784297e-7,6.615554829988599e-9,1.2988482442492971e-8,6.538263396784194e-8,1.570235883851679e-8,3.729879623584589e-8,1.5952824369399073e-8,1.0584861994854536e-7,6.919168163558651e-8,7.962599148492131e-8,2.209218995890319e-9,3.5766691966346236e-8,6.439426938759039e-7,0.0006605726815378588,0.025 mg/kg
640.99,2.154615213591919e-7,2.335345269798679e-7,6.600237320960021e-9,1.295947287500134e-8,6.523644607358651e-8,1.5667376394341398e-8,3.721462178787112e-8,1.591641461038451e-8,1.0559917380740445e-7,6.902894463629634e-8,7.944213725424214e-8,2.2040148499168018e-9,3.5682416596798585e-8,6.424190068685425e-7,0.0006579190385036817,0.025 mg/kg
641.99,2.1495945300713148e-7,2.3297420345784333e-7,6.584828724052769e-9,1.2930277004069607e-8,6.508931704920715e-8,1.5632177785310018e-8,3.712951371113127e-8,1.5879781154859788e-8,1.0534831505624795e-7,6.886527574089284e-8,7.925718204981036e-8,2.198780994336882e-9,3.55976621395476e-8,6.408867245128099e-7,0.0006552935667588179,0.025 mg/kg
642.99,2.1445454984508623e-7,2.3241092942652393e-7,6.569333300111633e-9,1.290090296599056e-8,6.494128818292535e-8,1.559677271551563e-8,3.70423496507757e-8,1.584293431003557e-8,1.050961122479978e-7,6.870071953439384e-8,7.907117697373637e-8,2.193518855422239e-9,3.551245165142537e-8,6.393462819079158e-7,0.0006526921458556283,0.025 mg/kg
643.99,2.1394696318667585e-7,2.3184488908269156e-7,6.553755767856898e-9,1.2871360196946751e-8,6.479240710088975e-8,1.556117257363092e-8,3.695321248140671e-8,1.580588506657084e-8,1.0484264115663026e-7,6.853532748062725e-8,7.88841791176722e-8,2.18823007682488e-9,3.542681137522096e-8,6.377981848664797e-7,0.0006501101419333056,0.025 mg/kg
644.99,2.1343682440325405e-7,2.3127623805734622e-7,6.538100267525998e-9,1.2841657089879288e-8,6.464271588712585e-8,1.5525387431330196e-8,3.686393714037282e-8,1.5768642949206414e-8,1.045879680401974e-7,6.836914506201853e-8,7.869623872830093e-8,2.1829161103576783e-9,3.5340764454710026e-8,6.362428549617178e-7,0.0006475483589784265,0.025 mg/kg
645.99,2.1292426486617453e-7,2.3070513198148802e-7,6.522370939356361e-9,1.2811802037729272e-8,6.449225662565912e-8,1.5489427360287795e-8,3.677635856502259e-8,1.5731217482683135e-8,1.0433215915675133e-7,6.820221776099314e-8,7.850740605230572e-8,2.177578407833506e-9,3.525433403366825e-8,6.346807137668465e-7,0.0006450076009775683,0.025 mg/kg
646.99,2.1240941594679104e-7,2.3013172648611697e-7,6.506571923585425e-9,1.2781803433437802e-8,6.434107140051502e-8,1.545330243217802e-8,3.6692311692704516e-8,1.5693618191741815e-8,1.0407528076434412e-7,6.803459105997659e-8,7.831773133636965e-8,2.1722184210652367e-9,3.516754325587127e-8,6.33112182855082e-7,0.000642488671917308,0.025 mg/kg
647.99,2.1189240901645722e-7,2.295561772022331e-7,6.4907073604506174e-9,1.2751669669945982e-8,6.418920229571901e-8,1.5417022718675208e-8,3.661363146076715e-8,1.5655854601123286e-8,1.0381739912102784e-7,6.78663104413943e-8,7.812726482717582e-8,2.166837601865743e-9,3.508041526509476e-8,6.315376837996407e-7,0.0006399923757842222,0.025 mg/kg
