time,pl_lung,pl_liver,pl_heart,pl_muscle,pl_skin,pl_adipose,pl_bone,pl_brain,pl_kidney,pl_si,pl_li,pl_pancreas,pl_thymus,pl_spleen,adcplasma,dose
217.99,6.672380620669185e-7,7.356310055672077e-7,2.0438341397316736e-8,4.079893196491018e-8,2.0576392388429896e-7,4.935648146630215e-8,1.1362993196371284e-7,4.911721043734376e-8,3.2880927931288e-7,2.1516778130161344e-7,2.4662267522453614e-7,6.859292130515252e-9,1.1108569063778727e-7,2.0346637181017613e-6,0.0034898132284687513,150 ug/kg
218.99,6.649767268797045e-7,7.331361023068249e-7,2.0369074565301142e-8,4.0662841886151196e-8,2.0507270878976243e-7,4.9198263721527476e-8,1.1334033284800974e-7,4.895072515114324e-8,3.2769517367125187e-7,2.1443851751104833e-7,2.457865890003869e-7,6.836047860923377e-9,1.1070928015456972e-7,2.027759715624092e-6,0.003478355365487732,150 ug/kg
219.99,6.627263360375025e-7,7.306533008938472e-7,2.0300143049041824e-8,4.052736065706917e-8,2.043846431179408e-7,4.904070268880539e-8,1.1305168643806666e-7,4.878504536343031e-8,3.265864609781902e-7,2.137127862035961e-7,2.4495455070191293e-7,6.8129161884579156e-9,1.1033469219747522e-7,2.0208891797228916e-6,0.003466945078494178,150 ug/kg
220.99,6.604867587726409e-7,7.281824647833297e-7,2.0231542881400305e-8,4.0392481963613605e-8,2.036996943226606e-7,4.88837912363651e-8,1.1276397962251939e-7,4.862016143859746e-8,3.2548307726973226e-7,2.1299054630069828e-7,2.441265127622937e-7,6.789895798653855e-9,1.0996190540283487e-7,2.0140517362837897e-6,0.003455610492400566,150 ug/kg
221.99,6.582578643174483e-7,7.257234574303277e-7,2.0163270095238118e-8,4.0258199491733995e-8,2.0301782985774838e-7,4.8727522232435785e-8,1.1247719929000366e-7,4.845606374103718e-8,3.243849585819154e-7,2.122717567237965e-7,2.433024276147086e-7,6.766985377046185e-9,1.095908984069798e-7,2.0072470111924154e-6,0.003444379732119372,150 ug/kg
222.99,6.560395071306531e-7,7.23276126484939e-7,2.009532026642659e-8,4.0124505997613026e-8,2.0233901241157282e-7,4.857188745996297e-8,1.1219133038320609e-7,4.829274151819743e-8,3.232920337333762e-7,2.1155637167571615e-7,2.424822421609301e-7,6.7441834594306295e-9,1.0922164742254258e-7,2.000474586027915e-6,0.003433326751264323,150 ug/kg
223.99,6.53831516501382e-7,7.20840286273651e-7,2.00276881494497e-8,3.9991392304346015e-8,2.016631946812034e-7,4.841687656133211e-8,1.1190635425382667e-7,4.813018210256358e-8,3.2220421877769945e-7,2.1084433632632932e-7,2.416658931590205e-7,6.721488298340803e-9,1.0885412416832469e-7,1.9937339475763103e-6,0.003422638944550697,150 ug/kg
224.99,6.516338281885915e-7,7.184158560749475e-7,1.9960371732298987e-8,3.98588554472365e-8,2.0099036108729205e-7,4.826248659233587e-8,1.1162226589180213e-7,4.796838085933134e-8,3.2112148112653627e-7,2.101356284607755e-7,2.4085335622326347e-7,6.698899186053544e-9,1.0848831731998895e-7,1.9870248749130583e-6,0.003412222910688507,150 ug/kg
225.99,6.494463900349033e-7,7.160027675709631e-7,1.9893369373243976e-8,3.9726893193495457e-8,2.0032049979500823e-7,4.810871547257983e-8,1.1133906185613973e-7,4.7807334066285536e-8,3.2004379405643876e-7,2.0943022964230702e-7,2.4004461143328167e-7,6.676415535016525e-9,1.0812421750575374e-7,1.980347181772488e-6,0.003401950658521888,150 ug/kg
226.99,6.472691498829386e-7,7.136009524438326e-7,1.9826679430554205e-8,3.959550331033389e-8,1.9965359896952132e-7,4.7955561121669565e-8,1.110567387058467e-7,4.7647038001210975e-8,3.189711308439587e-7,2.087281214341763e-7,2.3923963886869743e-7,6.654036757677417e-9,1.0776181535383737e-7,1.9737006818889264e-6,0.0033916941968949754,150 ug/kg
