time_hr,lung,liver,heart,muscle,skin,adipose,bone,brain,kidney,sm_int,la_int,pancreas,thymus,spleen,other,marrow,choroid,icb,retina,cornea,ah,vh,plasma,ln,Dose
1373.511843337927,0.003875280073430708,0.012741879207404912,0.003779765043127434,0.008381661582951063,0.008647450742668683,0.011432657046249777,0.03977921197676393,0.0010327402907320362,0.007511502036780727,0.007830910739203554,0.004493785682186876,0.007428502801483,0.007481884890252258,0.014053489928031303,0.04294007929422002,0.008063671990090667,0.0003481474242596347,0.00109777480213845,0.004497213421190267,0.0006791110529308026,0.0011487523616737919,0.004349592748297798,0.05816163418038729,0.005275637894136291,3.2
1382.0655331646217,0.003734699584527147,0.012284344842464944,0.0036430668085760736,0.008115363576759032,0.008362517514542249,0.01114249752219646,0.039301480721258664,0.000995875326778177,0.007238678096565593,0.007547898822013298,0.004332287467755091,0.007159596585368629,0.0072104856573067585,0.013550011838050468,0.04242822527263221,0.007779062999489408,0.0003358881081505865,0.0010698603574031142,0.00440670890111699,0.0006811057450416422,0.0011206892371855618,0.0042686034820537695,0.0560442539731113,0.00509793002174006,3.2
1390.6192229913163,0.003597419836289455,0.01183759596526975,0.0035095807867586977,0.00785445264451543,0.008084104657228633,0.010854217917677558,0.03881250567037523,0.0009598817225603885,0.006972256921281024,0.0072715398065838115,0.004174594644883019,0.0068970069359531715,0.006945457825510677,0.013058416663574069,0.04190374775562775,0.0075012360515555225,0.000323903478444063,0.0010422218106977744,0.004316031839397677,0.0006829693249845493,0.001092851362009896,0.00418707290834235,0.05397652808858359,0.004924069181119157,3.2
1406.5226337097172,0.0033506671312809513,0.011034673456432078,0.003269651565678855,0.007383563599546898,0.007583355412956293,0.010324211967939713,0.03787662440584851,0.0008951964949828237,0.006493374021942065,0.006774814908543353,0.003891176932406581,0.006425020977295645,0.006469083259327002,0.012174925057516484,0.040898558432759004,0.007002060783734917,0.0003023292376081072,0.0009915994641097469,0.0041473301520060304,0.0006860912062633607,0.0010417361140543477,0.00403445172669967,0.050259793392872204,0.004610770886435012,3.2
1449.799081967856,0.002731855527155961,0.009021251176997536,0.0026679517630718327,0.0061931037004209185,0.006325971578858174,0.008930729891158508,0.035190286648644736,0.0007330031595764457,0.0052924109059309206,0.005529133748530179,0.0031804665213017334,0.005241354822721855,0.0052744090101456845,0.00995954817405931,0.03800608216554736,0.005750860267250832,0.00024804010107648013,0.0008592225917969965,0.0036913734475741383,0.0006924085815254666,0.0009073491112051306,0.0036167728185793413,0.0409387403758055,0.003820566603730154,3.2
1493.0755302259947,0.002183680095341794,0.007237045207463833,0.0021348630308830746,0.00512944100664831,0.0052099916076935515,0.007626391547279867,0.03237523549552623,0.0005892536456442352,0.004228579179306362,0.00442548179412942,0.002550685168612995,0.004192691483108264,0.004216086540579991,0.00799627158925806,0.034967815849908324,0.004641908402342862,0.00019973072753737248,0.0007354096311140342,0.00324771184085057,0.0006957235388906364,0.0007808212847432353,0.0032045968052919938,0.03268276698766311,0.0031151351067672923,3.2
1512.0,0.0019643126142930116,0.006522535772683968,0.0019214806649324896,0.004701991678029575,0.004762467716394402,0.007088944760396616,0.0311267839583875,0.0005316664231298946,0.0038028935801327035,0.003983700124012752,0.0022984969651198305,0.0037729633168978715,0.003792560857133793,0.007209941359167571,0.03361897095730221,0.00419741049035919,0.0001803448448388945,0.0006841707584313092,0.0030598667133888828,0.0006962901192768495,0.0007282545701398323,0.0030287469907970825,0.02937977069509925,0.0028313945394138514,3.2
1512.000526709864,0.0019643116545342873,0.006522516617852819,0.0019214751998630278,0.004701980084739346,0.004762455589826827,0.007088930079685853,0.03112674913465106,0.0005316648993109296,0.0038028882211798396,0.00398368972536729,0.002298490623060804,0.0037729525715488182,0.003792551231222148,0.007209920462820854,0.03361893332265509,0.004197398466566459,0.00018034506993880087,0.0006841693934751356,0.0030598615433710488,0.0006962901279131165,0.0007282531798207436,0.003028742139573782,0.0296246045964309,0.0028313868506938825,3.2
1512.0010534197281,0.001964317367879842,0.006522497930957068,0.0019214703871468215,0.0047019684956875335,0.004762443472237926,0.007088915402557977,0.03112671431138887,0.0005316634489726269,0.003802894124493517,0.003983682174039766,0.0022984852040227443,0.00377294312903329,0.0037925452699917555,0.007209900438542116,0.03361889568804714,0.004197386474645749,0.00018034671677551623,0.0006841681083889777,0.0030598563752244814,0.0006962901365490347,0.0007282518973412059,0.0030287372883558315,0.029863742136532555,0.0028313791708360105,3.2
1512.0018729019184,0.0019643376475449842,0.006522470096333317,0.0019214643976471222,0.004701950475564783,0.004762424641586318,0.007088892576138054,0.031126660132788243,0.0005316613593778281,0.003802926103318325,0.003983676186339028,0.0022984787068020146,0.0037729314545658886,0.0037925440032004843,0.007209871407697147,0.033618837134299806,0.004197367897615184,0.00018035224391293005,0.0006841663025279492,0.0030598483391124946,0.0006962901499847565,0.0007282501632335588,0.003028729740595681,0.030228046279547897,0.0028313672456566326,3.2
1512.003108404886,0.001964399471427335,0.006522433566157342,0.0019214608181931205,0.004701923353211517,0.004762396346196599,0.007088858199773627,0.0311265784550235,0.0005316588062292857,0.00380304479168962,0.003983684970382941,0.002298475127891774,0.003772924963273344,0.003792569228021025,0.0072098361329388135,0.03361874885544647,0.004197340234682229,0.00018037004573048484,0.0006841643472300268,0.0030598362439021873,0.0006962901702404289,0.0007282485839111109,0.0030287183611831777,0.030759992070361918,0.0028313493740372156,3.2
1512.0053148697475,0.001964604450384535,0.00652239478952139,0.0019214754116433045,0.0047018751486095755,0.004762346279513405,0.007088796997173986,0.031126432615896205,0.0005316564954658849,0.0038034838164811326,0.003983758091533376,0.002298489467193344,0.0037729568906763196,0.0037927098125631015,0.007209811008247816,0.03361859120215525,0.0041972925747165895,0.0001804331300602168,0.0006841642270810987,0.003059814748992535,0.0006962902064155999,0.0007282503062066462,0.00302869803932554,0.03166932503753375,0.0028313180524198183,3.2
1512.007521334609,0.0019649270051998124,0.006522398433706473,0.0019215189711740588,0.0047018273425129134,0.004762296987548313,0.007088736113347269,0.031126286825997225,0.0005316572452153747,0.0038042087800387323,0.003983903629189847,0.0022985302742704553,0.0037730495775608374,0.0037929754756498898,0.0072098440676105,0.03361843355331702,0.004197247888886741,0.00018053588642159713,0.0006841692285275595,0.003059793437550367,0.0006962902425972946,0.0007282589200111615,0.0030286777184147765,0.0325372268828141,0.002831287813918709,3.2
1512.0097277994705,0.0019653632781909745,0.006522452920478402,0.001921592654907858,0.004701780059899969,0.004762248679761551,0.0070886756394607665,0.03112614110316465,0.0005316611381499238,0.003805211218032646,0.0039841195753051615,0.002298596988502909,0.003773206127247663,0.0037933655871011046,0.007209944629549964,0.03361827591061433,0.004197207094778397,0.0001806771360172356,0.0006841800995226633,0.00305977237097189,0.0006962902787935858,0.0007282754180308029,0.0030286573990035153,0.03337421265205825,0.002831259092045119,3.2
1512.0131070705777,0.001966242423030397,0.006522646165511305,0.0019217628249008772,0.004701708951957644,0.004762177034402018,0.007088584013617488,0.031125918101022824,0.0005316730343934917,0.0038072590417897187,0.003984580764963337,0.0022987471657534577,0.003773568334115822,0.0037941942452030526,0.0072102411898717494,0.03361803449223247,0.004197154275637256,0.00018096392078910338,0.0006842089777275107,0.0030597407329915095,0.0006962903342828921,0.0007283170626933328,0.0030286262838046833,0.03461437615156477,0.002831219231864243,3.2
1512.0164863416849,0.0019673695370542098,0.0065229754170821,0.0019220002396259203,0.004701639659148081,0.004762108513253261,0.007088493730806492,0.03112569535652952,0.0005316918844432751,0.003809907663664143,0.003985195267968034,0.0022989536912456487,0.0037740744434896223,0.00379529349299595,0.007210712953961136,0.03361779309804171,0.004197114805272924,0.0001813325897283106,0.0006842527776204327,0.0030597099822234053,0.0006962903898631176,0.0007283786350969878,0.0030285951759811336,0.035814939400216864,0.002831185507714212,3.2
1512.0222220797789,0.0019698253497404754,0.006523845681543239,0.001922549934478909,0.0047015270325475225,0.00476200022864205,0.007088344019656707,0.03112531805826353,0.0005317390622375683,0.0038157141238593906,0.003986574502473467,0.0022994277332648184,0.003775247613660187,0.003797750048576401,0.00721191228097816,0.03361738344655717,0.00419708415728983,0.000182134236891676,0.0006843608345337855,0.0030596603159402575,0.0006962904845272216,0.0007285279046357414,0.0030285424006526607,0.03779404628378281,0.0028311472959573064,3.2
1512.027957817873,0.001972946602737518,0.006525100188022351,0.0019232793626241388,0.00470142127677938,0.004761902481584402,0.007088199018908319,0.031124941899808488,0.0005318048629723778,0.0038231251361433793,0.003988366942523783,0.0023000535598171937,0.003776805345403418,0.0038009311349374527,0.007213602948060617,0.0336169739062652,0.004197103268380052,0.00018314863559992813,0.0006845104301415451,0.003059614230633258,0.0006962905797182319,0.000728732052143021,0.0030284896646068826,0.03971742578086365,0.0028311378211573796,3.2
1512.037065455727,0.001979228455275552,0.00652786021438337,0.0019247959879675858,0.0047012688335405645,0.004761769724936211,0.007087978995687455,0.031124347403965698,0.0005319465333355209,0.0038380825501383234,0.003992039243982582,0.002301350812308803,0.00378004513588774,0.003807427336736486,0.007217269146973739,0.0336163238860103,0.004197244861898532,0.00018517518433339562,0.0006848310965856159,0.003059549402333791,0.0006962907322828955,0.000729165264218181,0.0030284060295607835,0.04269563872346712,0.002831195264569254,3.2
1512.0461730935813,0.001987087573669743,0.006531533157043588,0.0019267405370836164,0.004701136894541767,0.004761664971891942,0.007087771953145987,0.03112375701612069,0.0005321326711801669,0.003856825599981028,0.003996699512667584,0.0023030111860831096,0.0037841994330397844,0.0038156470799181543,0.00722210238434841,0.03361567428627492,0.004197532439778365,0.00018768431258199984,0.000685251087329611,0.003059496084026208,0.0006962908871074789,0.0007297275681347204,0.0030283225570154225,0.04561860211970759,0.002831362683465112,3.2
1512.0634683425103,0.00200621581027611,0.0065409499944983325,0.0019315832422802726,0.004700945662444362,0.004761542416724788,0.007087414717066772,0.031122649745723756,0.0005326058809589669,0.0039024754901658028,0.004008206143670351,0.002307141598914548,0.0037945450052019134,0.003835874720274438,0.007234401659003895,0.0336144421965716,0.004198496320700903,0.00019368674506019395,0.0006863165923669967,0.0030594299440303134,0.0006962911896572442,0.0007311386520521749,0.0030281646495848667,0.05108426699736539,0.002832072394282645,3.2
1512.0807635914393,0.0020306889809643476,0.006553495018083017,0.0019379027174363831,0.004700834576455241,0.004761518814083092,0.007087104495471263,0.031121563888485457,0.0005332331614324121,0.003960868243454151,0.004023125067680447,0.0023125286469731173,0.0038080438494173447,0.003862011840423556,0.007250696384800609,0.03361321251143229,0.004200019909362855,0.00020119619446048854,0.0006877281006679502,0.003059413339400217,0.0006962915066782815,0.0007329861786183244,0.003028007759347206,0.05649995818926081,0.002833417424245903,3.2
1512.1068832754993,0.0020774833657694336,0.00657828490327627,0.0019502043850410293,0.0047008190850858075,0.004761667390046116,0.007086723706793694,0.0311199712375973,0.0005344689689245195,0.004072400541760158,0.004052023538454191,0.0023230130031252332,0.0038343165772821036,0.003912460642412759,0.0072827586201647644,0.033611361059655856,0.004203377483591616,0.00021515502547023998,0.0006905118568037671,0.0030594861184758525,0.000696292021313881,0.000736582679322352,0.003027773323687079,0.06461356759614195,0.0028369466524113935,3.2
1512.1330029595592,0.002135743517888807,0.0066100156440880254,0.0019657774717895993,0.0047009859060068515,0.004762034991025507,0.007086447188550967,0.031118442720715303,0.0005360479908731788,0.004211018689616562,0.00408846785848996,0.00233628586214455,0.003867568975307896,0.003975847062775113,0.0073236576396582135,0.03360951778333193,0.004207995386116411,0.00023196782483936052,0.000694076710469608,0.003059679119363898,0.0006962925904991207,0.0007411242276533974,0.003027542678364175,0.07266833913642096,0.0028426506656455746,3.2
1512.1591226436192,0.00220509506801767,0.006648604534558268,0.0019845777779988446,0.004701333363606475,0.004762620008847289,0.007086274091155106,0.031116984292609992,0.0005379667232278615,0.004375695025603785,0.004132347114258502,0.002352312029541264,0.003907703540643537,0.00405190493142063,0.007373270574272433,0.0336076840725725,0.004213860318393286,0.00025134020799262043,0.0006984196338187362,0.0030599925903292092,0.0006962932267506411,0.0007465856716503414,0.0030273166776234525,0.08067281227181486,0.002850903882593654,3.2
