PS_kd,DAR,k_out,cmax,cavg,time
0.0031622776601683794,1,63.09573444801933,0.007859927244582524,0.004861665091777563,504.0
0.0031622776601683794,1,100.0,0.004962039787205991,0.00306923144518376,504.0
0.0031622776601683794,1,158.48931924611142,0.003131936591211621,0.001937243355541374,504.0
0.0031622776601683794,1,251.18864315095797,0.001976557267399288,0.0012225926253948388,504.0
0.0031622776601683794,1,398.1071705534973,0.001247298168654216,0.0007715132350710138,504.0
0.0031622776601683794,1,630.957344480193,0.0007870615785105547,0.00048683552994526033,504.0
0.0031622776601683794,1,1000.0,0.0004966300149411959,0.0003071898110056502,504.0
0.0031622776601683794,2,0.001,183.05070079926142,130.37506767089366,504.0
0.0031622776601683794,2,0.001584893192461114,148.71773858139983,110.56969595528356,504.0
0.0031622776601683794,2,0.0025118864315095794,116.57187123589385,87.83171181754184,504.0
0.0031622776601683794,2,0.003981071705534973,88.19310756184484,65.00726286111853,504.0
0.0031622776601683794,2,0.00630957344480193,64.49810853249072,45.29797762140513,504.0
0.0031622776601683794,2,0.010000000000000002,45.708509713959124,30.426490619569687,504.0
0.0031622776601683794,2,0.015848931924611134,31.545275808559875,20.157652163483192,504.0
0.0031622776601683794,2,0.025118864315095794,21.398266934869998,13.35870486211467,504.0
0.0031622776601683794,2,0.039810717055349734,14.43211823769353,8.92089242236923,504.0
0.0031622776601683794,2,0.06309573444801933,9.767725088970417,6.020475814454972,504.0
0.0031622776601683794,2,0.1,6.654604197823731,4.100765401890394,504.0
0.0031622776601683794,2,0.15848931924611134,4.548510024297209,2.8044291451818224,504.0
0.0031622776601683794,2,0.251188643150958,3.0982548356591377,1.91158162997854,504.0
0.0031622776601683794,2,0.39810717055349726,2.0899172222823768,1.2902693472549993,504.0
0.0031622776601683794,2,0.6309573444801932,1.3911701249587045,0.8593446042450185,504.0
0.0031622776601683794,2,1.0,0.9136164549256846,0.5645856358196838,504.0
0.0031622776601683794,2,1.5848931924611136,0.5930268453316423,0.3665872415676139,504.0
0.0031622776601683794,2,2.51188643150958,0.38147979013164235,0.23586568962762242,504.0
0.0031622776601683794,2,3.9810717055349722,0.24380531992842122,0.1507645099088594,504.0
0.0031622776601683794,2,6.309573444801933,0.15512251992706597,0.09593407323299755,504.0
0.0031622776601683794,2,10.0,0.0984044052693042,0.06086115063817871,504.0
0.0031622776601683794,2,15.848931924611133,0.06230322453293412,0.03853487211108957,504.0
0.0031622776601683794,2,25.118864315095795,0.03939693363210321,0.02436784736719746,504.0
0.0031622776601683794,2,39.810717055349734,0.02489236982644435,0.015396719380719511,504.0
0.0031622776601683794,2,63.09573444801933,0.015719854488963746,0.009723330182305496,504.0
0.0031622776601683794,2,100.0,0.00992407957438611,0.006138462889987457,504.0
0.0031622776601683794,2,158.48931924611142,0.006263873182383151,0.003874486711092904,504.0
0.0031622776601683794,2,251.18864315095797,0.003953114534750587,0.002445185250567873,504.0
0.0031622776601683794,2,398.1071705534973,0.0024945963373230948,0.0015430264701846573,504.0
0.0031622776601683794,2,630.957344480193,0.0015741231570255742,0.0009736710599319192,504.0
0.0031622776601683794,2,1000.0,0.0009932600298845685,0.0006143796219754172,504.0
0.0031622776601683794,4,0.001,366.10140160631653,260.7501353462309,504.0
0.0031622776601683794,4,0.001584893192461114,297.43547717096135,221.13939191384205,504.0
0.0031622776601683794,4,0.0025118864315095794,233.1437424781123,175.66342363634053,504.0
0.0031622776601683794,4,0.003981071705534973,176.3862151278003,130.01452572128056,504.0
0.0031622776601683794,4,0.00630957344480193,128.9962170674568,90.5959552415839,504.0
0.0031622776601683794,4,0.010000000000000002,91.41701942956345,60.852981239244755,504.0
0.0031622776601683794,4,0.015848931924611134,63.090551617957,40.3153043276393,504.0
0.0031622776601683794,4,0.025118864315095794,42.7965338697639,26.71740972474909,504.0
0.0031622776601683794,4,0.039810717055349734,28.864236476209467,17.84178484550488,504.0
0.0031622776601683794,4,0.06309573444801933,19.535450178484616,12.040951629394817,504.0
0.0031622776601683794,4,0.1,13.309208395689438,8.201530803817192,504.0
0.0031622776601683794,4,0.15848931924611134,9.097020048673018,5.608858290492969,504.0
0.0031622776601683794,4,0.251188643150958,6.1965096712218255,3.8231632598630005,504.0
0.0031622776601683794,4,0.39810717055349726,4.179834444591926,2.5805386945707314,504.0
0.0031622776601683794,4,0.6309573444801932,2.78234024991202,1.7186892084974832,504.0
0.0031622776601683794,4,1.0,1.8272329098527107,1.1291712716541913,504.0
0.0031622776601683794,4,1.5848931924611136,1.186053690679472,0.7331744831510467,504.0
0.0031622776601683794,4,2.51188643150958,0.7629595802641865,0.4717313792562255,504.0
0.0031622776601683794,4,3.9810717055349722,0.4876106398531148,0.30152901981680086,504.0
0.0031622776601683794,4,6.309573444801933,0.3102450398503114,0.19186814646449993,504.0
0.0031622776601683794,4,10.0,0.19680881053606458,0.12172230127183971,504.0
0.0031622776601683794,4,15.848931924611133,0.12460644906629588,0.07706974422375026,504.0
0.0031622776601683794,4,25.118864315095795,0.07879386726432312,0.04873569473357012,504.0
0.0031622776601683794,4,39.810717055349734,0.04978473965272782,0.03079343876073847,504.0
0.0031622776601683794,4,63.09573444801933,0.031439708977953736,0.019446660364983326,504.0
0.0031622776601683794,4,100.0,0.019848159148562118,0.01227692577897663,504.0
0.0031622776601683794,4,158.48931924611142,0.012527746364856799,0.007748973422787479,504.0
0.0031622776601683794,4,251.18864315095797,0.007906229069566267,0.004890370501700965,504.0
0.0031622776601683794,4,398.1071705534973,0.0049891926746536116,0.0030860529403467576,504.0
0.0031622776601683794,4,630.957344480193,0.0031482463140798324,0.001947342119986333,504.0
0.0031622776601683794,4,1000.0,0.001986520059745765,0.0012287592438813462,504.0
0.0031622776601683794,6,0.001,549.1521023993897,391.1252030135057,504.0
0.0031622776601683794,6,0.001584893192461114,446.15321574510307,331.7090878660434,504.0
0.0031622776601683794,6,0.0025118864315095794,349.71561370801084,263.49513545200904,504.0
0.0031622776601683794,6,0.003981071705534973,264.5793226859777,195.02178858102778,504.0
0.0031622776601683794,6,0.00630957344480193,193.49432559766458,135.893932862528,504.0
0.0031622776601683794,6,0.010000000000000002,137.12552914216374,91.2794718586476,504.0
0.0031622776601683794,6,0.015848931924611134,94.63582742583887,60.47295649055877,504.0
0.0031622776601683794,6,0.025118864315095794,64.1948008046563,40.076114586323264,504.0
0.0031622776601683794,6,0.039810717055349734,43.296354713658125,26.76267726760327,504.0
0.0031622776601683794,6,0.06309573444801933,29.303175267292715,18.061427443674784,504.0
0.0031622776601683794,6,0.1,19.963812593746564,12.302296205923161,504.0
0.0031622776601683794,6,0.15848931924611134,13.645530073093864,8.4132874359117,504.0
0.0031622776601683794,6,0.251188643150958,9.294764506978382,5.7347448899345865,504.0
0.0031622776601683794,6,0.39810717055349726,6.26975166684202,3.8708080417672353,504.0
0.0031622776601683794,6,0.6309573444801932,4.173510374892745,2.5780338127675995,504.0
0.0031622776601683794,6,1.0,2.7408493647801335,1.6937569074657959,504.0
0.0031622776601683794,6,1.5848931924611136,1.7790805360004773,1.0997617247195541,504.0
0.0031622776601683794,6,2.51188643150958,1.1444393703887803,0.7075970688679127,504.0
0.0031622776601683794,6,3.9810717055349722,0.7314159597782153,0.4522935297254793,504.0
0.0031622776601683794,6,6.309573444801933,0.46536755978003347,0.2878022196993399,504.0
0.0031622776601683794,6,10.0,0.29521321580743937,0.1825834519141287,504.0
0.0031622776601683794,6,15.848931924611133,0.1869096736003402,0.11560461633974692,504.0
0.0031622776601683794,6,25.118864315095795,0.11819080089652455,0.07310354210454324,504.0
0.0031622776601683794,6,39.810717055349734,0.07467710947875603,0.04619015813767387,504.0
0.0031622776601683794,6,63.09573444801933,0.04715956346695884,0.029169990547492815,504.0
0.0031622776601683794,6,100.0,0.029772238723404804,0.018415388670690026,504.0
0.0031622776601683794,6,158.48931924611142,0.018791619547349855,0.011623460133961781,504.0
0.0031622776601683794,6,251.18864315095797,0.01185934360444284,0.007335555753170222,504.0
0.0031622776601683794,6,398.1071705534973,0.007483789011900374,0.004629079410154975,504.0
0.0031622776601683794,6,630.957344480193,0.004722369471078301,0.0029210131798048894,504.0
0.0031622776601683794,6,1000.0,0.002979780089675367,0.0018431388661020148,504.0
0.0031622776601683794,8,0.001,732.2028031986006,521.5002706840388,504.0
0.0031622776601683794,8,0.001584893192461114,594.8709543267212,442.27878382103967,504.0
0.0031622776601683794,8,0.0025118864315095794,466.2874849444487,351.3268472684258,504.0
0.0031622776601683794,8,0.003981071705534973,352.7724302482462,260.0290514384756,504.0
0.0031622776601683794,8,0.00630957344480193,257.99243413078943,181.19191048096158,504.0
0.0031622776601683794,8,0.010000000000000002,182.8340388563626,121.70596247801575,504.0
0.0031622776601683794,8,0.015848931924611134,126.18110323236503,80.63060865238462,504.0
0.0031622776601683794,8,0.025118864315095794,85.5930677394537,53.434819448285246,504.0
0.0031622776601683794,8,0.039810717055349734,57.72847295158416,35.6835696902491,504.0
0.0031622776601683794,8,0.06309573444801933,39.07090035588052,24.081903257835254,504.0
0.0031622776601683794,8,0.1,26.618416791698923,16.40306160793993,504.0
0.0031622776601683794,8,0.15848931924611134,18.194040097321192,11.217716580910459,504.0
0.0031622776601683794,8,0.251188643150958,12.393019342432849,7.646326519708958,504.0
0.0031622776601683794,8,0.39810717055349726,8.359668889060078,5.161077388932274,504.0
0.0031622776601683794,8,0.6309573444801932,5.5646804998682775,3.4373784170326616,504.0
0.0031622776601683794,8,1.0,3.65446581964856,2.258342543251908,504.0
0.0031622776601683794,8,1.5848931924611136,2.3721073813520723,1.4663489662892073,504.0
0.0031622776601683794,8,2.51188643150958,1.5259191605140006,0.9434627584872664,504.0
0.0031622776601683794,8,3.9810717055349722,0.9752212797049501,0.6030580396338804,504.0
0.0031622776601683794,8,6.309573444801933,0.6204900797127738,0.383736292939337,504.0
0.0031622776601683794,8,10.0,0.3936176210724366,0.24344460254397376,504.0
0.0031622776601683794,8,15.848931924611133,0.24921289813503797,0.15413948845530887,504.0
0.0031622776601683794,8,25.118864315095795,0.15758773452859123,0.09747138946976958,504.0
0.0031622776601683794,8,39.810717055349734,0.0995694793050606,0.061586877516955435,504.0
0.0031622776601683794,8,63.09573444801933,0.06287941795695245,0.038893320734548195,504.0
0.0031622776601683794,8,100.0,0.039696318297156724,0.02455385155772905,504.0
0.0031622776601683794,8,158.48931924611142,0.025055492729420318,0.015497946843472202,504.0
0.0031622776601683794,8,251.18864315095797,0.015812458139172838,0.009780741003745055,504.0
0.0031622776601683794,8,398.1071705534973,0.009978385349114707,0.006172105879567857,504.0
0.0031622776601683794,8,630.957344480193,0.0062964926280414096,0.0038946842393233873,504.0
0.0031622776601683794,8,1000.0,0.003973040119555666,0.002457518488049085,504.0
0.010000000000000002,1,0.001,91.43664620407878,65.14758439504571,504.0
0.010000000000000002,1,0.001584893192461114,74.30031081109482,55.24909876601523,504.0
0.010000000000000002,1,0.0025118864315095794,58.25077688924166,43.88539791743333,504.0
0.010000000000000002,1,0.003981071705534973,44.077444634388605,32.47918250003268,504.0
0.010000000000000002,1,0.00630957344480193,32.23899922737734,22.6305548463633,504.0
0.010000000000000002,1,0.010000000000000002,22.848728743535094,15.200056287514613,504.0
0.010000000000000002,1,0.015848931924611134,15.769351182142614,10.069704562703922,504.0
0.010000000000000002,1,0.025118864315095794,10.697104600979445,6.673142196477292,504.0
0.010000000000000002,1,0.039810717055349734,7.214780338698537,4.456228787872126,504.0
0.010000000000000002,1,0.06309573444801933,4.883023335347207,3.0073613534628025,504.0
0.010000000000000002,1,0.1,3.326733904776284,2.0484100599783663,504.0
0.010000000000000002,1,0.15848931924611134,2.2738730856243685,1.4008592117566345,504.0
0.010000000000000002,1,0.251188643150958,1.5488697731705112,0.9548639663658213,504.0
0.010000000000000002,1,0.39810717055349726,1.044784343583308,0.6445076090647702,504.0
0.010000000000000002,1,0.6309573444801932,0.6954695563815406,0.4292539621131186,504.0
0.010000000000000002,1,1.0,0.4567314127441493,0.28201764090101716,504.0
0.010000000000000002,1,1.5848931924611136,0.29646422533354566,0.18311480393807908,504.0
0.010000000000000002,1,2.51188643150958,0.1907080621271458,0.1178177282587821,504.0
0.010000000000000002,1,3.9810717055349722,0.12188223746887945,0.0753086462542029,504.0
0.010000000000000002,1,6.309573444801933,0.07754823388242792,0.04792018700460933,504.0
0.010000000000000002,1,10.0,0.04919392623683,0.030400848527524855,504.0
0.010000000000000002,1,15.848931924611133,0.031146366898151458,0.01924861282895804,504.0
0.010000000000000002,1,25.118864315095795,0.01969514782389354,0.012172019639207573,504.0
0.010000000000000002,1,39.810717055349734,0.012444087004115728,0.007690837857821952,504.0
0.010000000000000002,1,63.09573444801933,0.007858602047434797,0.004856914889256707,504.0
0.010000000000000002,1,100.0,0.004961203042922173,0.0030662325338302035,504.0
0.010000000000000002,1,158.48931924611142,0.0031314084014928334,0.001935350481168577,504.0
0.010000000000000002,1,251.18864315095797,0.001976223906597238,0.0012213980267460208,504.0
0.010000000000000002,1,398.1071705534973,0.0012470877941378343,0.0007707593681253482,504.0
0.010000000000000002,1,630.957344480193,0.000786928825981037,0.0004863598385717414,504.0
0.010000000000000002,1,1000.0,0.0004965462476971389,0.00030688965236918447,504.0
0.010000000000000002,2,0.001,182.87329648653906,130.29516990619217,504.0
0.010000000000000002,2,0.001584893192461114,148.60062479031478,110.49819866280508,504.0
0.010000000000000002,2,0.0025118864315095794,116.50155470351612,87.77080291954465,504.0
0.010000000000000002,2,0.003981071705534973,88.15488921814169,64.95838127863482,504.0
0.010000000000000002,2,0.00630957344480193,64.4779984475751,45.26111543446524,504.0
0.010000000000000002,2,0.010000000000000002,45.69745742373577,30.40011461316305,504.0
0.010000000000000002,2,0.015848931924611134,31.53870234789758,20.139410272001918,504.0
0.010000000000000002,2,0.025118864315095794,21.394209204912976,13.346284071340692,504.0
0.010000000000000002,2,0.039810717055349734,14.429560678365238,8.91245736572172,504.0
0.010000000000000002,2,0.06309573444801933,9.76604667097403,6.014722783521384,504.0
0.010000000000000002,2,0.1,6.653467809756051,4.096819942273644,504.0
0.010000000000000002,2,0.15848931924611134,4.547746171483814,2.8017184765732557,504.0
0.010000000000000002,2,0.251188643150958,3.0977395464643336,1.9097279627287003,504.0
0.010000000000000002,2,0.39810717055349726,2.0895686871367154,1.2890152412663156,504.0
0.010000000000000002,2,0.6309573444801932,1.3909391127413628,0.8585079359855917,504.0
0.010000000000000002,2,1.0,0.9134628255461537,0.5640352944479475,504.0
0.010000000000000002,2,1.5848931924611136,0.5929284506755972,0.36622960800517007,504.0
0.010000000000000002,2,2.51188643150958,0.38141612425230326,0.23563545746495188,504.0
0.010000000000000002,2,3.9810717055349722,0.24376447493949818,0.1506172924352946,504.0
0.010000000000000002,2,6.309573444801933,0.15509646776961233,0.09584037220557648,504.0
0.010000000000000002,2,10.0,0.09838785246720155,0.0608016971898098,504.0
