time_hr,adc_plasma_uM,pl_liver_uM,dose_mgkg
0.0,2.1259080848287702e-13,5.58848838317614e-17,5.4
0.0,2.1259080848287702e-13,5.58848838317614e-17,5.4
0.24,0.27365709066902055,8.326002990979797e-6,5.4
0.49,0.5494239179271793,3.0189132497185507e-5,5.4
0.5,0.5604049659501392,3.13331994637336e-5,5.4
0.5,0.5604049659501392,3.13331994637336e-5,5.4
0.74,0.5466969477612919,5.7980353269150434e-5,5.4
0.99,0.5425529009546503,8.408593854202973e-5,5.4
1.24,0.5387965128348758,0.00010850755361816345,5.4
1.49,0.535222530462006,0.0001313196955167016,5.4
1.74,0.5317997402248383,0.00015269276530052633,5.4
1.99,0.5285070351256411,0.00017281168350808456,5.4
2.24,0.525327014843927,0.00019184478172582287,5.4
2.49,0.5222456220902283,0.00020993713155769773,5.4
2.74,0.5192516658053697,0.0002272113296196217,5.4
2.99,0.5163362648894763,0.0002437700722601691,5.4
3.24,0.5134923396550586,0.00025969937170040066,5.4
3.49,0.5107141880981656,0.000275071202150644,5.4
3.74,0.5079971595605481,0.00028994534172481934,5.4
3.99,0.5053373981590573,0.00030437231612074657,5.4
4.24,0.5027316512120177,0.00031839445746213073,5.4
4.49,0.5001771381437682,0.00033204701669761944,5.4
4.74,0.4976714366817891,0.000345359841659069,5.4
4.99,0.49521240223944313,0.00035835815300969717,5.4
5.24,0.49279811510310423,0.0003710636356617912,5.4
5.49,0.4904268390262903,0.00038349421635812153,5.4
5.74,0.488096985961797,0.0003956652138724135,5.4
5.99,0.4858070894771189,0.00040759005062311545,5.4
6.24,0.48355578672497634,0.0004192800744548752,5.4
6.49,0.4813418051165385,0.00043074513516244207,5.4
6.74,0.4791639492983505,0.00044199398016786604,5.4
6.99,0.47702109634946194,0.0004530342056759537,5.4
7.24,0.4749121839401628,0.00046387242942571465,5.4
7.49,0.47283620447454966,0.0004745146816779894,5.4
7.74,0.47079220116952136,0.00048496636573655934,5.4
7.99,0.4687792637091268,0.0004952324002844081,5.4
8.24,0.4667965248240438,0.0005053172692557309,5.4
8.49,0.4648431567829766,0.0005152251074438295,5.4
8.74,0.46291837057512447,0.0005249597600789355,5.4
8.99,0.46102140933728664,0.0005345248686371385,5.4
9.24,0.45915154997361973,0.000543923817370838,5.4
9.49,0.45730809989089094,0.0005531598335027598,5.4
9.74,0.4554903938277991,0.000562236024568277,5.4
9.99,0.4536977932089484,0.0005711553831144927,5.4
10.24,0.4519296859490544,0.0005799207901199954,5.4
10.49,0.45018548313894535,0.0005885350070885089,5.4
10.74,0.44846461691799583,0.0005970007289797693,5.4
10.99,0.4467665447388305,0.0006053205345059174,5.4
11.24,0.4450907399574161,0.0006134970356760081,5.4
11.49,0.4434366982646147,0.0006215326992131978,5.4
11.74,0.4418039319268706,0.0006294300387808722,5.4
11.99,0.44019196985010234,0.0006371914081978189,5.4
12.24,0.43860035928770524,0.0006448190924019328,5.4
12.49,0.4370286601485968,0.0006523154548857951,5.4
12.74,0.4354764501189825,0.000659682723217348,5.4
12.99,0.43394331852761536,0.0006669231683529317,5.4
13.24,0.43242886926826896,0.0006740389791034277,5.4
13.49,0.4309327190958086,0.0006810322921246949,5.4
13.74,0.42945449626132637,0.0006879052443519063,5.4
13.99,0.4279938415371675,0.00069465989934952,5.4
14.24,0.4265504058932903,0.0007012983022866368,5.4
14.49,0.42512385170627603,0.0007078224457787455,5.4
14.74,0.42371385017212176,0.0007142343083821253,5.4
14.99,0.4223200835508125,0.000720535825284828,5.4
15.24,0.4209422415915968,0.0007267289195037079,5.4
15.49,0.4195800248528684,0.0007328155634986059,5.4
15.74,0.4182331404183733,0.00073879748452098,5.4
15.99,0.4169013055251174,0.0007446766307492414,5.4
16.24,0.41558424340081535,0.0007504545489274753,5.4
16.49,0.4142816863331947,0.0007561328865697321,5.4
16.74,0.4129933725140648,0.0007617135348706883,5.4
16.99,0.41171904787870184,0.0007671981089738498,5.4
17.24,0.4104584644739556,0.0007725883203533945,5.4
17.49,0.4092113808066921,0.0007778859455847559,5.4
17.74,0.4079775617040135,0.000783092067233781,5.4
17.99,0.406756777958772,0.0007882074094640834,5.4
18.24,0.4055488053081297,0.0007932354655052989,5.4
18.49,0.40435342635797067,0.0007981776958089359,5.4
18.74,0.40317042696564787,0.0008030347320152566,5.4
18.99,0.40199960062299744,0.0008078087919357557,5.4
19.24,0.40084074315758844,0.0008125012199257449,5.4
19.49,0.39969365746760016,0.0008171122716961694,5.4
19.74,0.39855814937388045,0.0008216437739315354,5.4
19.99,0.39743403000569505,0.0008260975490802947,5.4
20.24,0.396321114608798,0.0008304741977282135,5.4
20.49,0.39521922215664174,0.000834775325920563,5.4
20.74,0.3941281764545946,0.0008390024012364797,5.4
20.99,0.3930478040501578,0.0008431563426030613,5.4
21.24,0.39197793664912145,0.0008472385839194662,5.4
21.49,0.3909184080156681,0.000851250387130985,5.4
21.74,0.3898690571681975,0.000855192829209072,5.4
21.99,0.38882972465316556,0.0008590671209189601,5.4
22.24,0.38780025634133797,0.0008628743887406533,5.4
22.49,0.38678049995824076,0.0008666156859843006,5.4
22.74,0.385770306575588,0.0008702921460437725,5.4
22.99,0.3847695312489519,0.0008739048149980115,5.4
23.24,0.3837780304196242,0.0008774547522917965,5.4
23.49,0.38279566503998536,0.0008809429833998561,5.4
23.74,0.38182229741130425,0.0008843705289944482,5.4
23.99,0.3808577936683263,0.0008877384062044835,5.4
24.24,0.37990202179820565,0.0008910475966325,5.4
24.49,0.3789548526360783,0.0008942990338730679,5.4
