time_hr,adc_plasma_uM,pl_liver_uM,dose_mgkg
0.0,2.2267383938119932e-13,3.297346934962424e-17,1.8
0.0,2.2267383938119932e-13,3.297346934962424e-17,1.8
0.24,0.09204465086571008,9.8104585973076e-6,1.8
0.49,0.18385168288835443,4.186072734718576e-5,1.8
0.5,0.1875057319956102,4.359030224604504e-5,1.8
0.5,0.1875057319956102,4.359030224604504e-5,1.8
0.74,0.1827840152177757,8.5648466035463e-5,1.8
0.99,0.18124111918840208,0.00012840537912358398,1.8
1.24,0.17982357968555465,0.00017059577080840056,1.8
1.49,0.17846300222698777,0.0002120092212380809,1.8
1.74,0.17714907563168364,0.00025248450898108913,1.8
1.99,0.175874862964237,0.00029194340621668916,1.8
2.24,0.17463467102291108,0.00033035592571563864,1.8
2.49,0.17342392730259942,0.0003677177463351152,1.8
2.74,0.17223901895588523,0.0004040383292261575,1.8
2.99,0.17107710563566136,0.0004393347644664533,1.8
3.24,0.1699359483046363,0.0004736283683910958,1.8
3.49,0.16881376725913308,0.0005069427789443615,1.8
3.74,0.16770913218500325,0.0005393027655057944,1.8
3.99,0.1666208753167597,0.0005707335207819806,1.8
4.24,0.1655480295339081,0.0006012602573075058,1.8
4.49,0.1644897821630066,0.0006309079394232223,1.8
4.74,0.16344543637346867,0.0006597010907623251,1.8
4.99,0.1624143868830661,0.0006876637158084709,1.8
5.24,0.1613960997712626,0.0007148192373185687,1.8
5.49,0.16039010020273936,0.0007411904865442403,1.8
5.74,0.15939595979399004,0.0007667996854621539,1.8
5.99,0.158413288034051,0.0007916684414441018,1.8
6.24,0.1574417264269292,0.0008158177593885677,1.8
6.49,0.1564809439509172,0.0008392680460305919,1.8
6.74,0.15553063310615284,0.0008620391261029993,1.8
6.99,0.1545905074142665,0.0008841502643263253,1.8
7.24,0.15366029885664936,0.0009056201718833194,1.8
7.49,0.15273975494905767,0.0009264670037623385,1.8
7.74,0.15182863784527026,0.0009467084396282432,1.8
7.99,0.15092672302252336,0.0009663616479335301,1.8
8.24,0.1500337980610954,0.0009854433009524094,1.8
8.49,0.1491496613529051,0.0010039696030464129,1.8
8.74,0.14827412269363477,0.0010219562595842773,1.8
8.99,0.14740700001691137,0.0010394185439459827,1.8
9.24,0.1465481208554545,0.0010563712993161714,1.8
9.49,0.14569732079293207,0.0010728289136435918,1.8
9.74,0.14485444248619977,0.0010888054100811635,1.8
9.99,0.14401933608122916,0.0011043143958568728,1.8
10.24,0.14319185846646112,0.0011193691226024775,1.8
10.49,0.14237187226432285,0.0011339823945954626,1.8
10.74,0.1415592461130234,0.001148166717640501,1.8
10.99,0.14075385456237227,0.00116193414555024,1.8
11.24,0.13995557653178603,0.0011752964800518665,1.8
11.49,0.13916429660035495,0.0011882650976915183,1.8
11.74,0.1383799028792779,0.001200851144511854,1.8
11.99,0.13760228873841673,0.0012130653745653335,1.8
12.24,0.13683135037110988,0.001224918310181421,1.8
12.49,0.1360669888945008,0.0012364201066915983,1.8
12.74,0.13530910778146124,0.0012475806877617927,1.8
12.99,0.13455761497785118,0.0012584096312209475,1.8
13.24,0.13381242051330636,0.0012689162960524112,1.8
13.49,0.1330734382565847,0.00127910972242274,1.8
13.74,0.1323405838695362,0.0012889987504299237,1.8
13.99,0.13161377737278185,0.0012985918616807107,1.8
14.24,0.13089293908693336,0.001307897446713831,1.8
14.49,0.1301779936958204,0.0013169234997075813,1.8
14.74,0.12946886692419585,0.0013256779071281874,1.8
14.99,0.12876548682499128,0.0013341682629981436,1.8
15.24,0.12806778392903834,0.0013424019598834572,1.8
15.49,0.1273756898554483,0.0013503862033922,1.8
15.74,0.12668913881683966,0.0013581279424580994,1.8
15.99,0.12600806602205136,0.0013656339964458304,1.8
16.24,0.12533240894741288,0.0013729109062802195,1.8
16.49,0.12466210592739319,0.0013799651190120022,1.8
16.74,0.12399709753365928,0.0013868028071411364,1.8
16.99,0.12333732509099242,0.0013934300388639808,1.8
17.24,0.12268273162767969,0.0013998526648803253,1.8
17.49,0.12203326148164553,0.0014060763759957756,1.8
17.74,0.12138885985123096,0.0014121067296387207,1.8
17.99,0.12074947361302071,0.0014179490615268521,1.8
18.24,0.12011505000208349,0.0014236086735347313,1.8
18.49,0.1194855382384264,0.0014290905724991879,1.8
18.74,0.11886088848959983,0.0014343996095036954,1.8
18.99,0.1182410509241924,0.0014395406354380806,1.8
19.24,0.11762597664217468,0.0014445184120211818,1.8
19.49,0.11701561913809393,0.0014493373481683758,1.8
19.74,0.11640993192955441,0.0014540017725800307,1.8
19.99,0.11580886853033304,0.0014585160140893126,1.8
20.24,0.11521238350364173,0.0014628843098968387,1.8
20.49,0.11462043374000377,0.0014671105735940674,1.8
20.74,0.11403297576544347,0.0014711986688861773,1.8
20.99,0.11344996609570103,0.0014751524599574272,1.8
21.24,0.11287136212751953,0.0014789757237285038,1.8
21.49,0.11229712345060172,0.0014826719350116014,1.8
21.74,0.11172720936597412,0.0014862445354379683,1.8
21.99,0.11116157916051089,0.0014896969675637537,1.8
22.24,0.11060019270391998,0.001493032602287397,1.8
22.49,0.11004301172144756,0.001496254536358283,1.8
22.74,0.10948999794731401,0.001499365829604401,1.8
22.99,0.1089411131035334,0.0015023695429700345,1.8
23.24,0.10839631929540523,0.0015052686838380664,1.8
23.49,0.10785558014406764,0.0015080660206426792,1.8
23.74,0.10731885944583096,0.001510764274802129,1.8
23.99,0.10678612098751794,0.0015133661687420194,1.8
24.24,0.10625732886659411,0.0015158743833750797,1.8
24.49,0.10573244851053072,0.0015182913922338484,1.8
